episode,epsilon,score,average_score,total_reward,average_reward,Q_table_length
345,0.7082203534678,19,20.271676300578033,9.0,10.300578034682081,7704
346,0.7075124871065017,9,20.239193083573486,-1.0,10.26801152737752,7715
347,0.7068053282577494,34,20.278735632183906,24.0,10.307471264367816,7751
348,0.7060988762143844,33,20.31518624641834,23.0,10.343839541547277,7786
349,0.7053931302699543,36,20.36,26.0,10.388571428571428,7824
350,0.7046880897187134,8,20.324786324786324,-2.0,10.353276353276353,7834
351,0.7039837538556208,13,20.303977272727273,3.0,10.332386363636363,7849
352,0.7032801219763409,30,20.3314447592068,20.0,10.359773371104815,7881
353,0.7025771933772416,29,20.35593220338983,19.0,10.384180790960452,7912
354,0.701874967355394,23,20.36338028169014,13.0,10.391549295774649,7937
355,0.7011734432085724,31,20.39325842696629,21.0,10.42134831460674,7970
356,0.7004726202352524,38,20.442577030812323,28.0,10.470588235294118,8010
357,0.699772497734611,31,20.472067039106147,21.0,10.5,8043
358,0.6990730750065257,13,20.45125348189415,3.0,10.479108635097493,8058
359,0.6983743513515736,19,20.447222222222223,9.0,10.475,8079
360,0.697676326071031,17,20.437673130193907,7.0,10.465373961218837,8098
361,0.6969789984668727,24,20.447513812154696,14.0,10.475138121546962,8124
362,0.696282367841771,18,20.44077134986226,8.0,10.46831955922865,8144
363,0.6955864334990951,26,20.456043956043956,16.0,10.483516483516484,8172
364,0.6948911947429106,14,20.438356164383563,4.0,10.465753424657533,8188
365,0.6941966508779789,14,20.420765027322403,4.0,10.448087431693988,8204
366,0.6935028012097558,11,20.39509536784741,1.0,10.422343324250681,8217
367,0.6928096450443917,27,20.41304347826087,17.0,10.440217391304348,8246
368,0.6921171816887304,49,20.490514905149052,39.0,10.517615176151761,8297
369,0.6914254104503085,11,20.464864864864865,1.0,10.491891891891893,8310
370,0.6907343306373547,15,20.450134770889488,5.0,10.477088948787062,8327
371,0.690043941558789,39,20.5,29.0,10.526881720430108,8368
372,0.6893542425242224,24,20.509383378016086,14.0,10.536193029490617,8394
373,0.6886652328439558,14,20.49197860962567,4.0,10.518716577540108,8410
374,0.6879769118289795,12,20.469333333333335,2.0,10.496,8424
375,0.6872892787909722,49,20.545212765957448,39.0,10.571808510638299,8475
376,0.686602333042301,33,20.578249336870027,23.0,10.60477453580902,8510
377,0.6859160738960202,25,20.58994708994709,15.0,10.616402116402117,8537
378,0.6852305006658703,33,20.622691292875988,23.0,10.649076517150396,8572
379,0.6845456126662782,13,20.602631578947367,3.0,10.628947368421052,8587
380,0.6838614092123558,17,20.593175853018373,7.0,10.619422572178477,8606
381,0.6831778896198997,34,20.6282722513089,24.0,10.654450261780104,8642
382,0.6824950532053901,49,20.702349869451698,39.0,10.72845953002611,8693
383,0.6818128992859905,16,20.690104166666668,6.0,10.716145833333334,8711
384,0.6811314271795471,15,20.675324675324674,5.0,10.7012987012987,8728
385,0.6804506362045877,27,20.691709844559586,17.0,10.717616580310882,8757
386,0.679770525680321,18,20.684754521963825,8.0,10.710594315245478,8777
387,0.6790910949266368,27,20.701030927835053,17.0,10.72680412371134,8806
